2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 15:36:12:4125 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0'}, 'json': {'name': 'JJEETXJcOnOCHmfwDekhfLzuNzKunRzGjSvwrOwBmxprfnoUErHbrWpBUsTsOtwpSDXcjjfvqNvkKXsTgaSJJhkYvTljlPJFdsXtUIIWWuUugZpnUDfmLlOEJrmBuIcvjBnnjapilYEUvrmLsWDzEvGExuNadBNuYZOLBRrtJpAlQGmVZHJPWIasdOnxzkGigASdtaynb', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:12:4444 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['请确保这个字段不能超过 200 个字符。']}
2021-04-05 15:36:12:4454 | test_05_projects line:57 test_add_project |INFO | 项目名称长度>200_创建项目失败 测试案例执行通过！

2021-04-05 15:36:12:4504 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:12:6040 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:12:6050 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为空_创建项目失败
2021-04-05 15:36:12:7177 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0'}, 'json': {'name': 'zOaAg', 'leader': '', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:12:7556 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 15:36:12:7566 | test_05_projects line:57 test_add_project |INFO | 项目负责人为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:12:7616 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:12:9092 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:12:9112 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为纯空格字符_创建项目失败
2021-04-05 15:36:13:0219 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0'}, 'json': {'name': 'FEWbg', 'leader': '  ', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:13:0588 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 15:36:13:0598 | test_05_projects line:57 test_add_project |INFO | 项目负责人为纯空格字符_创建项目失败 测试案例执行通过！

2021-04-05 15:36:13:0648 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:13:2244 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:13:2263 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人长度>50_创建项目失败
2021-04-05 15:36:13:3361 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.GgVmzQL3mAZwtHh68pldb6l7xJ_E8nofC5s0JjRhCl0'}, 'json': {'name': 'ZTtjL', 'leader': 'OcXCeUUeABbKAvqSpQJQxLtHReSyhzOcHQpsQKBvlAHwXkDAISt', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:13:3759 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:36:13:3759 | test_05_projects line:57 test_add_project |INFO | 项目负责人长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:36:13:3809 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:13:5305 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:13:5315 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 15:36:13:6332 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY'}, 'json': {'name': 'YuVCa', 'leader': 'a', 'tester': '', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:13:6931 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 15:36:13:6941 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:13:6991 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:13:8616 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:13:8626 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 15:36:13:9744 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY'}, 'json': {'name': 'PNcQb', 'leader': 'a', 'tester': '  ', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:14:0052 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 15:36:14:0062 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:14:0112 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:14:1758 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:14:1768 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员长度>50_创建项目失败
2021-04-05 15:36:14:2835 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.99FinV_gGQgJj2F-PrebTlIN9CWA4H6We_Rmtqa_pOY'}, 'json': {'name': 'eVzUF', 'leader': 'a', 'tester': 'oSTcNCsJhmGDwwpeoVhjnVaikDGQiGZqNgwWalWSsrMVdgFkGVq', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:36:14:3125 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:36:14:3134 | test_05_projects line:57 test_add_project |INFO | 项目测试人员长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:36:14:3184 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:14:4710 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:14:4720 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 15:36:14:5568 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI'}, 'json': {'name': 'bcPGR', 'leader': 'a', 'tester': 'b', 'programmer': '', 'publish_app': 'd'}}
2021-04-05 15:36:14:6405 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 15:36:14:6415 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:14:6455 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:14:8021 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:14:8031 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 15:36:14:9517 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI'}, 'json': {'name': 'LMdFj', 'leader': 'a', 'tester': 'b', 'programmer': '  ', 'publish_app': 'd'}}
2021-04-05 15:36:14:9866 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 15:36:14:9876 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:14:9916 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:15:1612 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:15:1622 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发长度>50_创建项目失败
2021-04-05 15:36:15:2809 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.oMR2-e979ThWCzdaJjPdq1omTrd_UFUPsYdkgSIruEI'}, 'json': {'name': 'GyazE', 'leader': 'a', 'tester': 'b', 'programmer': 'zvlbTYtVlkXGoYPenWsAlmpJdGKQfVVGsPrpXpqxrHbJHSOFvLdprxvSLNcHLxmeQutcFdrAWafzZiRnVewoiutiowOxaZBlHaGjR', 'publish_app': 'd'}}
2021-04-05 15:36:15:3198 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:36:15:3208 | test_05_projects line:57 test_add_project |INFO | 开发长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:36:15:3267 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:15:4783 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:15:4803 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 15:36:15:6000 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI'}, 'json': {'name': 'RmKlE', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': ''}}
2021-04-05 15:36:15:6479 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 15:36:15:6479 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:15:6528 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:15:8214 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:15:8224 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 15:36:15:9351 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI'}, 'json': {'name': 'RutUS', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': '  '}}
2021-04-05 15:36:15:9630 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 15:36:15:9640 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 15:36:15:9690 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:16:1236 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:16:1246 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：简要描述长度>200_创建项目失败
2021-04-05 15:36:16:2124 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.xo5j17ZQg9fxJB6DNaDypSL5VmExEyEaJs7oLmDR_QI'}, 'json': {'name': 'rFLOK', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'YjaQXfYDffMXtmKNTfGuUNueJIESzFmayowCqKkyFTZCiRwJgkTvqKjLJHNWqeQOSEEzJAOBkrzZlNbpDMVxzVWreuXOmjntguXZMHQzqAtvZaePDPUkhxHbssfUUUmhfUesusGMgSENrQDQJiWKoYNcBaamCYNvaSohVlqLeKYTnKFwvbszDGrVdYjHJBSvXDksfZkZh'}}
2021-04-05 15:36:16:2453 | basi_api line:23 send_http |INFO | 响应结果：{'desc': ['请确保这个字段不能超过 200 个字符。']}
2021-04-05 15:36:16:2453 | test_05_projects line:57 test_add_project |INFO | 简要描述长度>200_创建项目失败 测试案例执行通过！

2021-04-05 15:36:16:3101 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:16:4697 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.FRoYhD54eeveyn_X-WVnidRXYScfeXIFKdMkbyjSicw', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:36:16:4707 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：所有参数均正确_创建接口成功
2021-04-05 15:36:16:6133 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.FRoYhD54eeveyn_X-WVnidRXYScfeXIFKdMkbyjSicw'}, 'json': {'name': 'fVZKD', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:36:16:6631 | basi_api line:23 send_http |INFO | 响应结果：{'id': 823, 'create_time': '2021-04-05T15:35:59.346961+08:00', 'name': 'fVZKD', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:36:16:6641 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.FRoYhD54eeveyn_X-WVnidRXYScfeXIFKdMkbyjSicw'}, 'json': {'name': 'WfIvl', 'tester': 'a', 'project_id': 823, 'desc': 'b'}}
2021-04-05 15:36:16:7040 | basi_api line:23 send_http |INFO | 响应结果：{'id': 457, 'name': 'WfIvl', 'tester': 'a', 'project': 'fVZKD', 'project_id': 823, 'desc': 'b', 'create_time': '2021-04-05T15:35:59.400164+08:00'}
2021-04-05 15:36:16:7040 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_06_interfaces.TestInterfaces object at 0x000001E1AFD1BFD0>, {'title': '所有参数均正确_创建接口成功', 'project_data': {'name': 'fVZKD', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'WfIvl', 'tester': 'a', 'project_id': 823, 'desc': 'b'}, 'expect': {'status_code': 201, 'msg': {'name': '#name#', 'project_id': '#project_id#'}}, 'sql': 'select name,  project_id from test.tb_interfaces ORDER BY id desc limit 0,1;'}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.FRoYhD54eeveyn_X-WVnidRXYScfeXIFKdMkbyjSicw'})，响应结果：{'status_code': 201, 'data': {'id': 457, 'name': 'WfIvl', 'tester': 'a', 'project': 'fVZKD', 'project_id': 823, 'desc': 'b', 'create_time': '2021-04-05T15:35:59.400164+08:00'}}
2021-04-05 15:36:16:7320 | test_06_interfaces line:55 test_interfaces |INFO | 所有参数均正确_创建接口成功 测试案例执行通过！

2021-04-05 15:36:16:7379 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:36:16:8885 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQ1NTksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.FRoYhD54eeveyn_X-WVnidRXYScfeXIFKdMkbyjSicw', 'user_id': 91, 'username': 'Rachel'}
